%  columns="iteration, evaluation, void, void, void, xmean" (startseed=215430, 2017/08/30 15:52:32.31)
0 0 0 0 0 5.068391e-01 4.399346e-01 6.067124e-01 5.608220e-01 6.185748e-01 4.533774e-01 5.613385e-01 4.771470e-01 5.807733e-01 4.744254e-01 
1 10 0 0 0 5.639305e-01 7.294993e-01 1.516263e-01 2.290606e-01 8.037560e-01 7.824444e-01 1.124144e-01 8.923486e-02 2.797344e-01 3.001204e-01 
2 20 0 0 0 6.451235e-01 9.957474e-01 1.771386e-01 9.335590e-02 5.287779e-01 1.400382e+00 3.220902e-01 -9.953896e-02 6.517707e-02 -2.593311e-01 
3 30 0 0 0 1.082995e+00 1.011028e+00 1.639454e-01 2.037284e-01 6.463298e-01 1.208170e+00 8.891397e-01 3.123373e-01 1.831641e-01 -1.759429e-01 
4 40 0 0 0 1.230276e+00 7.358187e-01 1.929483e-01 -6.332869e-02 8.296882e-01 9.463681e-01 9.482331e-01 4.555455e-01 4.476941e-01 -2.607597e-01 
5 50 0 0 0 1.203362e+00 6.759298e-01 5.588608e-01 -1.270000e-01 6.340945e-01 1.184017e+00 9.025641e-01 3.590679e-01 5.373411e-01 -2.795226e-01 
6 60 0 0 0 1.045841e+00 8.486204e-02 6.251492e-01 -9.606233e-02 1.056004e+00 9.107808e-01 9.890318e-01 6.336402e-01 5.080677e-01 -2.778757e-01 
7 70 0 0 0 1.300346e+00 1.913625e-01 3.141516e-01 2.274876e-01 1.202812e+00 7.448856e-01 1.027131e+00 2.915900e-01 5.552411e-01 -1.896406e-01 
8 80 0 0 0 1.240896e+00 2.909736e-01 2.280915e-01 2.034554e-02 1.164014e+00 7.250731e-01 8.677448e-01 2.244736e-01 3.943765e-01 -2.152177e-01 
9 90 0 0 0 9.764807e-01 4.174143e-01 1.726655e-01 1.452482e-01 1.213763e+00 8.235837e-01 7.880504e-01 2.087010e-01 3.995701e-01 -3.158582e-01 
10 100 0 0 0 9.576010e-01 4.841972e-01 1.475340e-01 1.976761e-01 1.392324e+00 9.886677e-01 8.308329e-01 2.354224e-03 4.529434e-01 -2.567443e-01 
11 110 0 0 0 1.010338e+00 5.144684e-01 -8.204931e-02 3.379505e-01 1.209543e+00 9.532430e-01 5.874688e-01 1.281584e-01 4.067729e-01 -2.758648e-01 
12 120 0 0 0 1.053187e+00 3.997806e-01 -3.485373e-01 4.982365e-01 1.255515e+00 9.627733e-01 8.711519e-01 -1.084486e-01 2.684946e-01 -4.295474e-01 
13 130 0 0 0 1.115807e+00 3.013973e-01 -1.359471e-01 5.807988e-01 1.297959e+00 1.210730e+00 9.073988e-01 7.523135e-02 4.468823e-01 -4.674145e-01 
14 140 0 0 0 9.870681e-01 1.812545e-01 -8.396442e-02 4.034585e-01 1.356453e+00 1.276612e+00 9.765841e-01 2.902857e-01 5.669688e-01 -2.918989e-01 
15 150 0 0 0 1.068302e+00 -3.246086e-02 -1.250110e-01 5.831887e-01 1.295292e+00 1.209302e+00 9.312821e-01 3.741902e-01 5.894965e-01 -4.432542e-01 
16 160 0 0 0 1.116190e+00 -1.371111e-01 -7.475744e-02 5.808835e-01 1.332428e+00 1.231602e+00 1.090409e+00 4.476431e-01 5.202986e-01 -3.848799e-01 
17 170 0 0 0 1.105058e+00 -1.436954e-02 1.292292e-02 5.886102e-01 1.219737e+00 1.466178e+00 1.120718e+00 6.635121e-01 6.156317e-01 -5.031130e-01 
18 180 0 0 0 1.110922e+00 1.451482e-02 1.465888e-02 4.564206e-01 1.113759e+00 1.322623e+00 1.046646e+00 6.326157e-01 5.178570e-01 -4.187642e-01 
19 190 0 0 0 1.086811e+00 -2.507111e-03 3.368234e-03 4.904920e-01 9.672863e-01 1.220958e+00 1.098487e+00 5.431196e-01 4.713814e-01 -4.174732e-01 
20 200 0 0 0 1.018646e+00 7.037643e-02 1.671223e-02 4.813752e-01 9.093760e-01 1.039720e+00 1.128661e+00 4.129060e-01 4.060250e-01 -3.664524e-01 
21 210 0 0 0 8.862290e-01 5.432118e-02 -2.804070e-02 5.206735e-01 8.863209e-01 9.075521e-01 1.043051e+00 3.259830e-01 4.048663e-01 -2.665629e-01 
22 220 0 0 0 8.391302e-01 2.053801e-01 -2.194326e-01 3.986409e-01 8.377642e-01 9.441059e-01 1.026281e+00 4.273469e-01 3.321780e-01 -3.423848e-01 
23 230 0 0 0 7.941860e-01 2.486264e-01 -8.569100e-02 4.730091e-01 8.177384e-01 9.193185e-01 9.931715e-01 3.402756e-01 3.976667e-01 -1.350429e-01 
24 240 0 0 0 9.713210e-01 3.975989e-02 -3.536964e-02 5.811474e-01 9.782407e-01 7.824750e-01 1.151183e+00 3.313615e-01 3.637496e-01 -1.050753e-01 
25 250 0 0 0 9.896468e-01 3.114683e-02 1.198027e-01 6.183545e-01 1.054518e+00 8.191738e-01 1.146977e+00 2.133449e-01 4.946981e-01 -1.526162e-01 
26 260 0 0 0 9.947117e-01 1.588219e-02 1.217761e-01 6.107371e-01 1.042077e+00 8.929096e-01 1.052713e+00 2.631213e-01 6.519689e-01 -1.193182e-01 
27 270 0 0 0 1.034533e+00 -6.475518e-02 1.643584e-01 6.579507e-01 1.030393e+00 9.302722e-01 9.624162e-01 2.032941e-01 5.685727e-01 -7.715987e-02 
28 280 0 0 0 1.069551e+00 -1.384911e-02 1.017032e-01 5.631979e-01 1.023777e+00 9.448885e-01 9.531213e-01 2.884341e-01 4.915378e-01 -7.775470e-02 
29 290 0 0 0 1.083545e+00 -8.202531e-02 -2.169622e-02 6.129234e-01 1.009997e+00 8.905955e-01 9.515104e-01 2.411542e-01 4.612563e-01 -3.928622e-02 
30 300 0 0 0 1.129716e+00 -8.524488e-02 -5.221999e-02 6.508699e-01 1.059728e+00 9.311426e-01 1.083689e+00 1.925108e-01 5.051472e-01 -4.994241e-02 
31 310 0 0 0 1.175045e+00 -1.357661e-01 -3.133748e-02 6.671497e-01 1.042794e+00 9.391538e-01 1.097223e+00 2.344254e-01 4.537156e-01 -6.044398e-02 
32 320 0 0 0 1.216088e+00 -2.226824e-01 2.974359e-02 6.448204e-01 1.106940e+00 1.060307e+00 9.895837e-01 2.096951e-01 4.735653e-01 -3.529399e-02 
33 330 0 0 0 1.264449e+00 -2.067664e-01 1.407462e-01 6.163580e-01 1.026401e+00 1.027184e+00 9.708613e-01 2.113968e-01 5.843891e-01 -1.034944e-01 
34 340 0 0 0 1.284137e+00 -1.749849e-01 1.097567e-01 6.885798e-01 1.047716e+00 9.900141e-01 1.031732e+00 2.113739e-01 5.508427e-01 -1.406330e-01 
35 350 0 0 0 1.233913e+00 -2.305705e-01 5.679067e-02 7.182824e-01 1.068081e+00 9.929684e-01 1.081490e+00 1.869711e-01 5.066707e-01 -5.150381e-02 
36 360 0 0 0 1.285573e+00 -1.857757e-01 2.902342e-02 7.308631e-01 1.106502e+00 1.040601e+00 1.106623e+00 1.790749e-01 4.930873e-01 -1.019769e-01 
37 370 0 0 0 1.253742e+00 -1.978943e-01 4.200496e-02 6.697152e-01 1.080579e+00 9.827863e-01 1.116643e+00 2.158802e-01 5.019181e-01 -9.750275e-02 
38 380 0 0 0 1.259627e+00 -1.084302e-01 3.900081e-02 6.728534e-01 1.099066e+00 9.887640e-01 1.146410e+00 1.655498e-01 4.853353e-01 -1.769365e-01 
39 390 0 0 0 1.230176e+00 -7.973264e-02 5.115042e-02 6.802150e-01 1.127460e+00 1.028706e+00 1.160822e+00 1.987612e-01 5.062678e-01 -2.629717e-01 
40 400 0 0 0 1.208336e+00 -4.800639e-03 1.433312e-02 6.577108e-01 1.087467e+00 1.039523e+00 1.120452e+00 1.998365e-01 4.676950e-01 -2.716315e-01 
41 410 0 0 0 1.215844e+00 2.803738e-02 3.715685e-03 6.693064e-01 1.093936e+00 1.031613e+00 1.123434e+00 2.062527e-01 4.615382e-01 -3.596243e-01 
42 420 0 0 0 1.227419e+00 -8.573370e-03 -5.833751e-02 6.880450e-01 1.112563e+00 1.072642e+00 1.155706e+00 1.850795e-01 4.589790e-01 -3.301508e-01 
43 430 0 0 0 1.201628e+00 -5.286232e-02 -3.306302e-02 6.934948e-01 1.174059e+00 1.126392e+00 1.100272e+00 2.263575e-01 4.362172e-01 -3.494631e-01 
44 440 0 0 0 1.223573e+00 -1.545935e-01 -4.609910e-02 6.828468e-01 1.218512e+00 1.090959e+00 1.130548e+00 2.399978e-01 4.606183e-01 -2.706393e-01 
45 450 0 0 0 1.210894e+00 -1.682420e-01 -3.683410e-02 7.129785e-01 1.186782e+00 1.019786e+00 1.160651e+00 2.018335e-01 4.916303e-01 -2.418302e-01 
46 460 0 0 0 1.188737e+00 -1.250128e-01 -7.538806e-02 6.742292e-01 1.214795e+00 1.060843e+00 1.177352e+00 2.044225e-01 4.630076e-01 -2.816729e-01 
47 470 0 0 0 1.164053e+00 -9.880274e-02 -7.699557e-02 6.731285e-01 1.177943e+00 1.067734e+00 1.184995e+00 2.249408e-01 4.554178e-01 -2.491550e-01 
48 480 0 0 0 1.189493e+00 -9.524592e-02 -8.943370e-02 6.642189e-01 1.192167e+00 1.099048e+00 1.166164e+00 1.960743e-01 4.424155e-01 -2.261071e-01 
49 490 0 0 0 1.183078e+00 -1.020839e-01 -8.688586e-02 6.776209e-01 1.171913e+00 1.030257e+00 1.191050e+00 1.915238e-01 4.375765e-01 -2.233494e-01 
50 500 0 0 0 1.194206e+00 -1.139156e-01 -9.946623e-02 6.696629e-01 1.163668e+00 9.716203e-01 1.195854e+00 1.584279e-01 4.263855e-01 -2.393425e-01 
51 510 0 0 0 1.179438e+00 -9.573749e-02 -1.140137e-01 6.598474e-01 1.180071e+00 9.694212e-01 1.188334e+00 1.899973e-01 4.605148e-01 -2.572778e-01 
52 520 0 0 0 1.182864e+00 -9.812119e-02 -1.074906e-01 6.594358e-01 1.177397e+00 9.755332e-01 1.186286e+00 1.980079e-01 4.483354e-01 -2.577538e-01 
53 530 0 0 0 1.147689e+00 -9.725965e-02 -1.024016e-01 6.629042e-01 1.183715e+00 9.621900e-01 1.202439e+00 1.842718e-01 4.427445e-01 -2.529759e-01 
54 540 0 0 0 1.122232e+00 -1.024172e-01 -9.237919e-02 6.713390e-01 1.179981e+00 9.483333e-01 1.193529e+00 1.852244e-01 4.361201e-01 -2.457483e-01 
