%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=215430, 2017/08/30 15:52:32.31)
1 10 4.826258e-01 0 0 4.793223e-01 4.787532e-01 4.842458e-01 4.829810e-01 4.770412e-01 4.806651e-01 4.894048e-01 4.843768e-01 4.798655e-01 4.775613e-01 
2 20 4.828582e-01 0 0 4.752304e-01 4.807091e-01 4.790892e-01 4.797644e-01 4.719717e-01 5.000000e-01 4.830865e-01 4.863025e-01 4.811567e-01 4.900914e-01 
3 30 4.723003e-01 0 0 4.705262e-01 4.658185e-01 4.641763e-01 4.619567e-01 4.539826e-01 4.871703e-01 4.821157e-01 4.763024e-01 4.668662e-01 4.756527e-01 
4 40 4.507596e-01 0 0 4.507668e-01 4.402265e-01 4.367956e-01 4.389095e-01 4.296011e-01 4.582116e-01 4.613854e-01 4.483163e-01 4.424893e-01 4.518340e-01 
5 50 4.165659e-01 0 0 4.117914e-01 4.032675e-01 4.039410e-01 4.020178e-01 3.924842e-01 4.210628e-01 4.204671e-01 4.096161e-01 4.047522e-01 4.118769e-01 
6 60 4.106280e-01 0 0 4.027171e-01 4.134609e-01 3.934361e-01 3.939457e-01 3.919748e-01 4.100240e-01 4.103832e-01 4.022891e-01 3.936050e-01 4.011478e-01 
7 70 3.908695e-01 0 0 3.809411e-01 3.931798e-01 3.722202e-01 3.742872e-01 3.738708e-01 3.860427e-01 3.851939e-01 3.838836e-01 3.701037e-01 3.766558e-01 
8 80 3.463029e-01 0 0 3.324142e-01 3.472886e-01 3.262733e-01 3.283135e-01 3.328716e-01 3.372501e-01 3.367073e-01 3.360656e-01 3.243048e-01 3.284400e-01 
9 90 3.064023e-01 0 0 2.951773e-01 3.041415e-01 2.851875e-01 2.882717e-01 2.917771e-01 2.948138e-01 2.955213e-01 2.927509e-01 2.824333e-01 2.880668e-01 
10 100 2.857759e-01 0 0 2.730366e-01 2.808571e-01 2.626545e-01 2.650217e-01 2.735306e-01 2.730776e-01 2.721014e-01 2.745623e-01 2.614061e-01 2.667291e-01 
11 110 2.680878e-01 0 0 2.535925e-01 2.592660e-01 2.493429e-01 2.481267e-01 2.556248e-01 2.565226e-01 2.563907e-01 2.545299e-01 2.428679e-01 2.470294e-01 
12 120 2.774719e-01 0 0 2.600982e-01 2.659678e-01 2.681196e-01 2.580277e-01 2.624376e-01 2.617590e-01 2.647624e-01 2.656901e-01 2.491892e-01 2.552924e-01 
13 130 2.688505e-01 0 0 2.482113e-01 2.553425e-01 2.582876e-01 2.501281e-01 2.506079e-01 2.561615e-01 2.530158e-01 2.561243e-01 2.422549e-01 2.461097e-01 
14 140 2.586972e-01 0 0 2.368314e-01 2.445346e-01 2.445325e-01 2.378829e-01 2.388998e-01 2.467786e-01 2.406402e-01 2.470514e-01 2.324494e-01 2.354223e-01 
15 150 2.527846e-01 0 0 2.287218e-01 2.442284e-01 2.360422e-01 2.323363e-01 2.309756e-01 2.377675e-01 2.313518e-01 2.411132e-01 2.242273e-01 2.291096e-01 
16 160 2.426406e-01 0 0 2.165619e-01 2.384611e-01 2.249446e-01 2.200180e-01 2.188457e-01 2.250707e-01 2.217861e-01 2.306254e-01 2.118164e-01 2.163375e-01 
17 170 2.434148e-01 0 0 2.141395e-01 2.386178e-01 2.229228e-01 2.180345e-01 2.176133e-01 2.311493e-01 2.201192e-01 2.375229e-01 2.112818e-01 2.156989e-01 
18 180 2.193867e-01 0 0 1.901140e-01 2.121800e-01 1.993655e-01 1.940709e-01 1.953168e-01 2.066631e-01 1.958581e-01 2.135354e-01 1.896107e-01 1.932518e-01 
19 190 2.008123e-01 0 0 1.738927e-01 1.913190e-01 1.794846e-01 1.765758e-01 1.816667e-01 1.870734e-01 1.766116e-01 1.938917e-01 1.714440e-01 1.741265e-01 
20 200 1.932028e-01 0 0 1.661039e-01 1.813545e-01 1.698157e-01 1.672011e-01 1.751633e-01 1.831239e-01 1.682083e-01 1.855174e-01 1.632637e-01 1.655295e-01 
21 210 1.910481e-01 0 0 1.650274e-01 1.776858e-01 1.657782e-01 1.630298e-01 1.730968e-01 1.862965e-01 1.644164e-01 1.828980e-01 1.603313e-01 1.635271e-01 
22 220 1.912508e-01 0 0 1.662750e-01 1.787791e-01 1.693619e-01 1.625039e-01 1.741837e-01 1.863164e-01 1.634462e-01 1.806058e-01 1.592176e-01 1.611838e-01 
23 230 1.844515e-01 0 0 1.598214e-01 1.714620e-01 1.620348e-01 1.545672e-01 1.669058e-01 1.800339e-01 1.554098e-01 1.730937e-01 1.516665e-01 1.595168e-01 
24 240 1.810642e-01 0 0 1.572345e-01 1.699319e-01 1.573585e-01 1.533417e-01 1.641348e-01 1.798009e-01 1.527274e-01 1.675478e-01 1.468787e-01 1.565379e-01 
25 250 1.789763e-01 0 0 1.533117e-01 1.662171e-01 1.578693e-01 1.512622e-01 1.611262e-01 1.761996e-01 1.493319e-01 1.657052e-01 1.463492e-01 1.527370e-01 
26 260 1.724460e-01 0 0 1.461154e-01 1.581875e-01 1.506910e-01 1.440433e-01 1.535378e-01 1.673954e-01 1.421974e-01 1.575745e-01 1.458575e-01 1.460253e-01 
27 270 1.665153e-01 0 0 1.395042e-01 1.525509e-01 1.448346e-01 1.378202e-01 1.461850e-01 1.593418e-01 1.366786e-01 1.511279e-01 1.400809e-01 1.396716e-01 
28 280 1.486823e-01 0 0 1.237112e-01 1.345716e-01 1.275032e-01 1.225864e-01 1.288782e-01 1.401309e-01 1.209205e-01 1.336099e-01 1.240762e-01 1.230572e-01 
29 290 1.389295e-01 0 0 1.141357e-01 1.252778e-01 1.195645e-01 1.136001e-01 1.189064e-01 1.293030e-01 1.116020e-01 1.230895e-01 1.142538e-01 1.141538e-01 
30 300 1.313912e-01 0 0 1.071660e-01 1.173065e-01 1.121697e-01 1.065080e-01 1.111642e-01 1.204103e-01 1.067627e-01 1.154188e-01 1.063341e-01 1.068646e-01 
31 310 1.208376e-01 0 0 9.843149e-02 1.080651e-01 1.016036e-01 9.684910e-02 1.009895e-01 1.090715e-01 9.744986e-02 1.046728e-01 9.650068e-02 9.711221e-02 
32 320 1.209685e-01 0 0 1.019008e-01 1.108461e-01 1.015999e-01 9.561976e-02 1.006308e-01 1.146354e-01 9.844686e-02 1.036336e-01 9.523700e-02 9.575217e-02 
33 330 1.227654e-01 0 0 1.039824e-01 1.118560e-01 1.071045e-01 9.557808e-02 1.031809e-01 1.152854e-01 9.967187e-02 1.038219e-01 9.888140e-02 9.690412e-02 
34 340 1.139049e-01 0 0 9.681499e-02 1.031371e-01 9.869929e-02 8.831740e-02 9.452083e-02 1.053482e-01 9.138824e-02 9.476976e-02 9.080085e-02 8.943014e-02 
35 350 1.021704e-01 0 0 8.725255e-02 9.259190e-02 8.743115e-02 7.882603e-02 8.360772e-02 9.344270e-02 8.143368e-02 8.384177e-02 8.044317e-02 8.037021e-02 
36 360 9.301765e-02 0 0 7.920402e-02 8.431197e-02 7.890202e-02 7.139327e-02 7.544898e-02 8.613651e-02 7.443388e-02 7.550572e-02 7.231933e-02 7.319600e-02 
37 370 8.036137e-02 0 0 6.910929e-02 7.159883e-02 6.707097e-02 6.137614e-02 6.421494e-02 7.369959e-02 6.430800e-02 6.447598e-02 6.191604e-02 6.234944e-02 
38 380 7.881101e-02 0 0 6.705947e-02 7.171471e-02 6.499040e-02 5.922200e-02 6.246754e-02 7.122524e-02 6.296841e-02 6.315407e-02 5.999482e-02 6.278063e-02 
39 390 8.325760e-02 0 0 7.036075e-02 7.710486e-02 6.772026e-02 6.161379e-02 6.563972e-02 7.447794e-02 6.612080e-02 6.577704e-02 6.268053e-02 7.136627e-02 
40 400 8.417231e-02 0 0 7.037797e-02 8.096546e-02 6.839207e-02 6.152209e-02 6.644604e-02 7.506746e-02 6.606634e-02 6.550006e-02 6.323138e-02 7.368832e-02 
41 410 8.770738e-02 0 0 7.274458e-02 8.573797e-02 7.055009e-02 6.305494e-02 6.842953e-02 7.730312e-02 6.816205e-02 6.709539e-02 6.526941e-02 8.175519e-02 
42 420 8.349542e-02 0 0 6.938526e-02 8.105830e-02 6.794729e-02 5.930893e-02 6.497699e-02 7.308918e-02 6.449365e-02 6.291486e-02 6.127074e-02 7.799305e-02 
43 430 8.377898e-02 0 0 6.918636e-02 8.046569e-02 6.752239e-02 5.857889e-02 6.572724e-02 7.402439e-02 6.526971e-02 6.265520e-02 6.129751e-02 7.813579e-02 
44 440 8.189795e-02 0 0 6.704324e-02 8.128608e-02 6.525389e-02 5.662616e-02 6.604257e-02 7.145583e-02 6.302230e-02 6.051940e-02 5.901193e-02 7.693279e-02 
45 450 7.606684e-02 0 0 6.169924e-02 7.576877e-02 6.055486e-02 5.214239e-02 6.081798e-02 6.662568e-02 5.800211e-02 5.594879e-02 5.446791e-02 7.138019e-02 
46 460 6.987603e-02 0 0 5.594890e-02 6.871655e-02 5.539481e-02 4.753449e-02 5.570896e-02 6.060847e-02 5.302562e-02 5.074882e-02 4.936835e-02 6.510057e-02 
47 470 6.335319e-02 0 0 5.063491e-02 6.151668e-02 4.968295e-02 4.312572e-02 4.990255e-02 5.429961e-02 4.756050e-02 4.552994e-02 4.408677e-02 5.824859e-02 
48 480 5.852181e-02 0 0 4.625997e-02 5.607745e-02 4.569381e-02 3.928040e-02 4.580762e-02 5.018510e-02 4.331074e-02 4.158411e-02 4.019737e-02 5.345264e-02 
49 490 5.242844e-02 0 0 4.078825e-02 5.026032e-02 4.096695e-02 3.465156e-02 4.049398e-02 4.646936e-02 3.860680e-02 3.686122e-02 3.562629e-02 4.783238e-02 
50 500 5.228092e-02 0 0 4.002428e-02 4.963890e-02 4.061265e-02 3.403684e-02 3.988179e-02 4.849355e-02 3.809456e-02 3.741911e-02 3.549508e-02 4.703060e-02 
51 510 5.024689e-02 0 0 3.796638e-02 4.717367e-02 3.877793e-02 3.239840e-02 3.785994e-02 4.677794e-02 3.622287e-02 3.569630e-02 3.415884e-02 4.469593e-02 
52 520 4.418198e-02 0 0 3.342000e-02 4.080137e-02 3.374142e-02 2.803033e-02 3.278542e-02 4.089984e-02 3.132669e-02 3.093382e-02 2.954662e-02 3.891793e-02 
53 530 4.073118e-02 0 0 3.126574e-02 3.699321e-02 3.059055e-02 2.542903e-02 3.002762e-02 3.749273e-02 2.873248e-02 2.810541e-02 2.678732e-02 3.581912e-02 
54 540 3.910030e-02 0 0 3.101773e-02 3.520437e-02 2.921585e-02 2.409932e-02 2.832052e-02 3.593668e-02 2.720986e-02 2.651469e-02 2.541745e-02 3.431940e-02 
55 550 3.533150e-02 0 0 2.781590e-02 3.198853e-02 2.597377e-02 2.162183e-02 2.536545e-02 3.220483e-02 2.426949e-02 2.366809e-02 2.288101e-02 3.064015e-02 
56 560 3.245350e-02 0 0 2.529217e-02 2.913997e-02 2.415162e-02 1.955440e-02 2.294079e-02 2.969185e-02 2.206937e-02 2.150695e-02 2.069886e-02 2.772018e-02 
